target_entity_code,target_entity_type,target_entity_label,property,property_label,class,class_label,Gini,proportion,objects_number,facts_number,Gini_times_proportion,gini_calculation_method,time_to_get_result,sampling,queries_number,percentage,queries_number_per_record,rankk
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/actor,NULL,http://schema.org/Movie,NULL,0.730801600543358,0.432315,18232,117222,0.31593613878800425,model,0.061698746681213376,0,56,100,4,1
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/director,NULL,http://schema.org/Movie,NULL,0.7166608022519354,0.0763759,3221,19515,0.05473559965033277,model,0.061698746681213376,0,56,100,4,2
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/actor,NULL,http://schema.org/TVSeries,NULL,0.26825518831667944,0.124155,5236,9075,0.03330529405131562,model,0.061698746681213376,0,56,100,4,3
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/musicBy,NULL,http://schema.org/Movie,NULL,0.8367027520542587,0.0148436,626,7041,0.012419697977046118,model,0.061698746681213376,0,56,100,4,4
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/actor,NULL,http://yago-knowledge.org/resource/Short_film,NULL,0.4854325414612282,0.0136106,574,1657,0.006607030061858179,model,0.061698746681213376,0,56,100,4,5
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/author,NULL,http://yago-knowledge.org/resource/Literary_Work_Q7725634,NULL,0.5545607162842753,0.00943732,398,1389,0.005233565671902439,model,0.061698746681213376,0,56,100,4,6
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/actor,NULL,http://yago-knowledge.org/resource/Television_film,NULL,0.18281938325991187,0.0263913,1113,1611,0.00482483991103981,model,0.061698746681213376,0,56,100,4,7
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/musicBy,NULL,http://yago-knowledge.org/resource/Musical_Work_U002F_Composition_Q105543609,NULL,0.5782747603833864,0.00625993,264,988,0.0036199591383400285,model,0.061698746681213376,0,56,100,4,8
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/director,NULL,http://yago-knowledge.org/resource/Short_film,NULL,0.6394984326018807,0.00545373,230,1046,0.0034876494320639404,model,0.061698746681213376,0,56,100,4,9
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/lyricist,NULL,http://yago-knowledge.org/resource/Musical_Work_U002F_Composition_Q105543609,NULL,0.5495829471733086,0.00576198,243,836,0.0031666861774859267,model,0.061698746681213376,0,56,100,4,10
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/director,NULL,http://yago-knowledge.org/resource/Television_film,NULL,0.45623069001029865,0.00625993,264,707,0.0028559718816000487,model,0.061698746681213376,0,56,100,4,11
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/director,NULL,http://schema.org/TVSeries,NULL,0.3257790368271955,0.00846513,357,702,0.002757762458144045,model,0.061698746681213376,0,56,100,4,12
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/author,NULL,http://schema.org/TVSeries,NULL,0.3258706467661691,0.00642591,271,533,0.0020940162016842966,model,0.061698746681213376,0,56,100,4,13
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/actor,NULL,http://yago-knowledge.org/resource/Miniseries,NULL,0.0969626168224299,0.0183293,773,939,0.0017772532853659526,model,0.061698746681213376,0,56,100,4,14
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/author,NULL,http://yago-knowledge.org/resource/Written_Work_Q47461344,NULL,0.4784313725490197,0.00315368,133,377,0.001508817787423698,model,0.061698746681213376,0,56,100,4,15
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/author,NULL,http://yago-knowledge.org/resource/Fictional_Human_Q15632617,NULL,0.5545023696682462,0.00222891,94,328,0.001235938224665429,model,0.061698746681213376,0,56,100,4,16
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/musicBy,NULL,http://schema.org/TVSeries,NULL,0.4464285714285714,0.0022052,93,243,0.0009844653485134361,model,0.061698746681213376,0,56,100,4,17
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/lyricist,NULL,http://yago-knowledge.org/resource/Single__u0028_music_u0029_,NULL,0.4201954397394137,0.00211036,89,218,0.0008867615331327583,model,0.061698746681213376,0,56,100,4,18
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/lyricist,NULL,http://yago-knowledge.org/resource/Song,NULL,0.4228187919463086,0.00203922,86,212,0.0008622202856657705,model,0.061698746681213376,0,56,100,4,19
http://yago-knowledge.org/resource/Actor,occupations,NULL,http://schema.org/author,NULL,http://yago-knowledge.org/resource/Television_Character_Q15773317,NULL,0.6438356164383561,0.000924762,39,180,0.0005953948981835745,model,0.061698746681213376,0,56,100,4,20
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/director,NULL,http://schema.org/Movie,NULL,0.5591836734693879,0.204324,378,1337,0.11425482625482629,model,0.009052093823750813,0,49,100,4,1
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/director,NULL,http://yago-knowledge.org/resource/Animated_Short_Film_Q17517379,NULL,0.7891156462585032,0.134054,248,2104,0.10578415149843717,model,0.009052093823750813,0,49,100,4,2
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/director,NULL,http://yago-knowledge.org/resource/Short_film,NULL,0.5135834411384219,0.101622,188,585,0.05219118212649909,model,0.009052093823750813,0,49,100,4,3
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/director,NULL,http://yago-knowledge.org/resource/Animated_Feature_Film_Q29168811,NULL,0.3119143239625168,0.138919,257,490,0.043330800680198275,model,0.009052093823750813,0,49,100,4,4
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/actor,NULL,http://schema.org/Movie,NULL,0.5693950177935945,0.0654054,121,441,0.03724151197460807,model,0.009052093823750813,0,49,100,4,5
http://yago-knowledge.org/resource/Animator,occupations,NULL,http://schema.org/director,NULL,http://schema.org/TVSeries,NULL,0.35958005249343844,0.0659459,122,259,0.0237128467049727,model,0.009052093823750813,0,49,100,4,6
